kg_id,language_env,confidence,source_type,source_url,evidence_snippet,needs_review
edb_5652530001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"課程編排能配合幼兒的發展特徵及需要,並涵蓋不同的學習範疇,有層次地由淺入深增潤和豐富幼兒的學習經驗。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做",true
edb_5654400001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"本校課程編排是按香港教育局發出的《學前教育課程指引》為藍本而編訂。教師審慎選取坊間的書籍教材之外，並以單元為教學主題,統整語文、識數、美藝、情緒、公民及環保教育等學習範疇，以啟廸幼兒的多元智能發展。 ",true
edb_5659540001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_5660800001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 CITY KIDS PRESCHOOL AND PLAYGROUP,false
edb_5662840001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"按照幼兒身心發展及需要,提供優質的幼兒教育課程,以富愛心和啟發性的快樂學習方式教導幼兒。 將多元智能的元素融入活動教學、主題教學、方案教學、小組活動當中,亦採用瑞吉歐的教學理念,結合於日常教學的活動中",true
edb_5880320001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 香港國際蒙特梭利學校（中環）,false
edb_5906730001,english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語; 外籍英語老師任班主任，譲學生在豐富語言環境中學習純正英語。而中文則以「主題教學」推行，培養喜歡學習、主動學習的態度，藉以加強學習效能。本校課程著重人本概念，由專業教師設計合適學生經驗、興趣與能力的學習活動，鷹架學生的學習，譲他們在自信中成長。 課程以英語,false
edb_5931330001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 多多國際幼稚園（半山）,false
edb_5947250001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,我們所有的課程都以蒙特梭利教育理念為基礎，在孩子成長的每個階段中，根據孩子的需求和興趣進行個性化課程定制，同時培養獨立能力。 在我們的教室裡，孩子按照自主選擇的步伐和方式學習，享受吸收不同知識和技能的,false
edb_6006010002,putonghua|english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 雙語,false
edb_6014200001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 YORK INTERNATIONAL PRE-SCHOOL (HONG KONG),false
edb_6036430001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,我們的課程是由早期幼兒教育專家根據奧恩幼兒的需要而設計的。我們的目標是為幼兒提供一個設計獨特、有趣及全面的課程，以促進性格培養和以兒童為中心的學習。 主題教學、道德教育、社交和情緒學習 奧恩國際幼稚園,false
edb_6037240001,trilingual|putonghua|english|cantonese|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英文,false
edb_6050260001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,該課程是一種新興的課程，它遵循兒童的興趣，這是雷焦艾米利亞方法的關鍵方面之一。環境是第三位老師，並給予照顧和關注，以確保學習環境吸引兒童，激發他們的好奇心和創造力。老師與孩子們一起學習，並支持他們的學,false
edb_6072150001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 WILDERNESS INTERNATIONAL KINDERGARTEN,false
edb_6083190001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 香島華德福學校,false
edb_6114840001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,我們所有的課程都以蒙特梭利教育理念為基礎，在孩子成長的每個階段中，根據孩子的需求和興趣進行個性化課程定制，同時培養獨立能力。 在我們的教室裡，孩子按照自主選擇的步伐和方式學習，享受吸收不同知識和技能的,false
edb_6130370001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 香港墨爾文國際幼稚園（港島西）,false
edb_6149040001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL,false
edb_6198410001,trilingual|english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文; 雙語,false
edb_6209980001,trilingual|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文,false
edb_1327300001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_2149490005,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL),false
edb_2155380001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,以幼兒的生活經驗為依據，透過不同的教學策略和方法，如:環境探索、實物操弄、感官遊戲、經驗分享、問題探究等互動學習，並以全班、小組、個別等學習形式，啟發兒童思考，培育學生自信、自律和主動學習，發揮潛能。,true
edb_2155890001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 漢基國際學校,false
edb_2156350001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 HAMILTON HILL INTERNATIONAL KINDERGARTEN (ISLAND EAST),false
edb_2156940001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 奧伊斯嘉日本語幼稚園,false
edb_2157400001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_2157400001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_2157670001,putonghua|english|cantonese,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 粵語,false
edb_2158300001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,學校在課程設計方面是以「幼兒為本」為基礎，尊重幼兒發展的原則，編寫多元化的課程，以「適齡、適量、適度」的教學策略，培養幼兒的興趣和能力，讓他們享受多元化的教學活動，從遊戲中學習，體驗主動學習的樂趣。 ,true
edb_2158480001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英文,false
edb_2158720001,english|cantonese,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文; 粵語,false
edb_2161350001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_2162160001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 KOREAN INTERNATIONAL SCHOOL,false
edb_3119100001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_3146840001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本校致力於六育均衡發展，全面培育學生的德、智、體、群、美、靈各方面，讓他們在充滿啟發性的學習環境中成長。我們通過多元且富趣味的學習體驗，引導學生建立正確的學習態度，提升理解、思考與解難能力，使他們能靈,true
edb_3154350001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本園依循教育局的幼稚園教育課程指引「遊戲學習好開始、均衡發展樂成長」訂定教育方向及目標，以繪本作為媒介，綜合各個學習範疇，設計各種的遊戲來啟發幼兒的學習，在進行遊戲的思考歷程中誘發幼兒的創意思維，發展,true
edb_3166600001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"採用啟發式小組教學,開啟幼兒潛能,促進幼兒身、心、靈的健康成長。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 活",true
edb_3210870001,putonghua|english|cantonese,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 粵語,false
edb_3239690002,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本校以「兒童為本」為課程核心，以「GRACE」教學理念設計課程，並揉合不同教學方法如高廣度、專題研習、啟發式教學法等，配合生活化主題、小組學習、多元學習角，並校內校外豐富的活動及遊戲等學習模式，以深入,true
edb_3240940001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"課程架構的核心以兒童為本,以兒童四大發展目標為依據,配合校本學習目標,釐訂課程,讓幼兒在愉快、安全和有效中學習,達至均衡發展。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童",true
"edb_3242300001,0002",english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_3249650001,trilingual|putonghua|english|cantonese|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_3251630001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,按兒童成長發展及生活經驗，以循序漸進及螺旋式設計目標綱領。採用啟發多元智能的學習資料，為幼兒提供愉快的基礎學習。致力培育宗教、品格和環保教育。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不,true
edb_3254570001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_3254810001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本校為IB世界學校，致力推行國際文憑幼小項目課程，同時亦結合了維多利亞語文課程及美國哈佛大學創客教學課程；學生可以透過跨學科，以探究和遊戲的方式進行學習。我們的課程尊重每個幼兒的獨特性、年齡和能力；學,true
edb_3255890001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_3255970001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"–培育幼兒在靈德智體群美六育均衡發展為目標,讓幼兒愉快學習。  –強調幼兒主動學習,配合身心發展和需要,訂定適切學習目標、內容及活動。  –啟發思維,增強解難能力,建立自信、自助及責任感,發揮個人潛能",true
edb_3256190001,putonghua|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 外籍老師教授英語,false
edb_3257830001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 漢廸國際幼稚園（港島東）,false
edb_3258990001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本園按照幼兒的年齡及成熟階段；適切性啟發幼兒多元智能的學習，為幼兒營造一個富變化而有意義的學習環境。課程內容涵蓋不同的學習範疇，以幼兒的全人發展為本。根據「幼稚園教育課程指引」，透過六個學習範疇的內容,true
edb_3259960001,trilingual|english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文; 雙語,false
edb_3260110001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,按照兒童身心發展編定，配合兒童的學習興趣。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 活動教學、參觀、小組活動,true
edb_5169100001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_5360400001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_5421990001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英文,false
edb_5433570001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"按照兒童身心發展編定,配合兒童的學習興趣,由淺入深,鞏固兒童的學習。課程設計以兒童為中心，著重主動學習，品格的培育，主要以主題教學模式，配合專題研習，並有生命教育雙週。 本校會遵照《幼稚園教育課程指引",true
edb_5484300007,english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語; 雙語,false
edb_5631610001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_5633310001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,幼稚園關注幼兒發展需要，重視學與教的質素；期望透過多元化的教學模式，包括繪本教學、主題教學、專題研習等方法，讓幼兒在充滿鼓勵的環境中主動學習、思考、探索、嘗試及發現，享受學習的樂趣。 本校會遵照《幼稚,true
edb_5638890001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,課程以兒童為本，配合幼兒興趣、能力及發展需要，促進幼兒均衡學習與自主學習。透過不同主題，讓幼兒進行探索，從而建立他們的知識、態度及技能，培養正確的學習態度。此外，本園致力營造充滿愛心，愉快的學習環境，,true
edb_5638970001,trilingual|putonghua|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_5640950001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_5641330001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"由教育心理學家就課程和教學提供專業諮詢和訓練,設計多元化、均衡、具啟發性的螺旋式綜合課程及活動,豐富及鞏固幼兒的學習,讓他們建立個人化及生活化的學習模式。 本校會遵照《幼稚園教育課程指引》(2017)",true
edb_5642220001,putonghua|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 外籍英語,false
edb_5642300001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,按照兒童身心發展編定。配合兒童的學習興趣。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 活動教學。參觀活動。小組,true
edb_5645830001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,1. 生活學習，自由遊戲。  2. 校園戶外場地進行種植、養魚及平衡單車等活動，培養對自然科學的興趣，加強生命教育及體能發展。   3. 培養自學、思考、探索、創新、應變及溝通能力。 本校會遵照《幼稚,true
edb_5647450001,trilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語,false
edb_5648000001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"依據幼兒的身心發展、能力和學習興趣,編排豐富及多元化的學習活動。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 以",true
edb_5658300001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英文,false
edb_5660390001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_5661010001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
