school_id,stage,instruction_languages,confidence,source,match_method,match_score,chsc_name,inference_reason,notes
edb_113190000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Chu Yan Primary School"
edb_115355000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華傳道會呂明才小學"
edb_511366000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Carmel Leung Sing Tak School"
edb_114758000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Lui Cheung Kwong Lutheran Primary School"
edb_115126000123,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Sung Tak Wong Kin Sheung Memorial School"
edb_535630000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"HKFYG Lee Shau Kee Primary School"
edb_535800000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Lok Wah Catholic Primary School"
edb_543195000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Yan Laap Memorial Primary School"
edb_115037000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Taoist Ching Chung Primary School"
edb_522023000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ching Chung Hau Po Woon Primary School"
edb_518506000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"保良局馮晴紀念小學"
edb_516880000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"HHCKLA Buddhist Wong Cho Sum School"
edb_115576000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"柏立基教育學院校友會何壽基學校"
edb_511749000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Fanling Public School"
edb_115215000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Carmel Alison Lam Primary School"
edb_115649000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ng Clan's Association Tai Pak Memorial School"
edb_114529000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Toi Shan Association Primary School"
edb_529540000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Pentecostal Yu Leung Fat Primary School"
edb_115142000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Sam Shui Natives Association Huen King Wing School"
edb_114391000123,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Shatin Tsung Tsin School"
edb_516996000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"仁濟醫院陳耀星小學"
edb_115487000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"仁濟醫院趙曾學韞小學"
edb_114502000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"柏立基教育學院校友會盧光輝紀念學校"
edb_114820000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"保良局王賜豪（田心谷）小學"
edb_513180000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Po Kok Primary School"
edb_112666000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tung Tak School"
edb_542580000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"The Education University of Hong Kong Jockey Club Primary School"
edb_512389000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會基華小學"
edb_575720000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Shek Lei St. John's Catholic Primary School"
edb_584118000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"保良局西區婦女福利會馮李佩瑤小學"
edb_578320000223,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"東華三院馬錦燦紀念小學"
edb_579513000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會協和小學（長沙灣）"
edb_584126000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"順德聯誼總會李金小學"
edb_579548000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kowloon Tong Bishop Walsh Catholic School"
edb_575844000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Yuen Chen Maun Chen Jubilee Primary School"
edb_575500000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Taoist Ching Chung Primary School (Wu King Estate)"
edb_575607000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Sham Tseng Catholic Primary School"
edb_579556000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Chinese Methodist School, Tanner Hill"
edb_572357000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Buddhist Chan Wing Kan Memorial School"
edb_575534000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Maryknoll Fathers' School (Primary Section)"
edb_575615000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Jordan Valley St. Joseph's Catholic Primary School"
edb_510769000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會全完第二小學"
edb_514632000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tsuen Wan Public Ho Chuen Yiu Memorial Primary School"
edb_510017000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Bishop Walsh Primary School"
edb_512362000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會基全小學"
edb_510904000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Methodist School"
edb_511846000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Fresh Fish Traders' School"
edb_512524000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kowloon Women's Welfare Club Li Ping Memorial School"
edb_511404000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"基督教香港信義會信愛學校"
edb_513318000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Precious Blood Primary School"
edb_513326000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Precious Blood Primary School (Wah Fu Estate)"
edb_114405000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Fung Kai No.1 Primary School"
edb_134872000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Emmanuel Primary School, Kowloon"
edb_511609000223,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會元朗真光小學"
edb_114901000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"循理會白普理基金循理小學"
edb_115053000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"博愛醫院歷屆總理聯誼會鄭任安夫人學校"
edb_150550000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Cheung Chau Sacred Heart School"
edb_510343000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"東華三院羅裕積小學"
edb_115746000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"東華三院姚達之紀念小學（元朗）"
edb_113174000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Mary of Providence Primary School"
edb_510947000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Kei Wing Primary School"
edb_115061000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Mung Yan Primary School"
edb_115525000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Wing Chun Primary School"
edb_114847000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"港澳信義會黃陳淑英紀念學校"
edb_529257000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tseung Kwan O Catholic Primary School"
edb_317098000123,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會協和小學"
edb_114030000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"佛教林炳炎紀念學校（香港佛教聯合會主辦）"
edb_115681000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Lee Chi Tat Memorial School"
edb_114413000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Lei Muk Shue Catholic Primary School"
edb_513164000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ping Shek Estate Catholic Primary School"
edb_535621000223,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"金巴崙長老會耀道小學"
edb_115428000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"保良局莊啟程小學"
edb_512249000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kam Tin Mung Yeung Public School"
edb_535770000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Christian Alliance S.Y. Yeh Memorial Primary School"
edb_113328000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tai Po Old Market Public School"
edb_115495000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Yuen Long Public Middle School Alumni Association Primary School"
edb_113107000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tsuen Wan Chiu Chow Public School"
edb_114545000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Fr. Cucchiara Memorial School"
edb_114936000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tsing Yi Trade Association Primary School"
edb_115290000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"港九街坊婦女會孫方中小學"
edb_513458000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Fung Kei Primary School"
edb_115045000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"香港道教聯合會雲泉吳禮和紀念學校"
edb_516899000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"香港道教聯合會純陽小學"
edb_115401000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Lam Tsuen Public Wong Fook Luen Memorial School"
edb_540188000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Shap Pat Heung Rural Committee Kung Yik She Primary School"
edb_540170000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"順德聯誼總會伍冕端小學"
edb_529591000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"東華三院李東海小學"
edb_510955000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Ling Oi Primary School"
edb_518484000123,小學,ENGLISH,HIGH,"CHSC primary EN",exact_en,1.000,"Islamic Dharwood Pau Memorial Primary School"
edb_511382000123,小學,ENGLISH,HIGH,"CHSC primary EN",exact_en,1.000,"Catholic Mission School"
edb_543225000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tai Po Old Market Public School (Plover Cove)"
edb_513148000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Pat Heung Central Primary School"
edb_531510000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Chu Oi Primary School (Lei Muk Shue)"
edb_511412000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Chai Wan Kok Catholic Primary School"
edb_513628000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. St. Peter's Primary School"
edb_535745000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"香港普通話研習社科技創意小學"
edb_115800000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Lok Sin Tong Leung Kau Kui Primary School"
edb_115770000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Ho Chak Wan Primary School"
edb_511625000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Chung Sing School"
edb_114855000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tai Po Baptist Public School"
edb_114685000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kwong Ming School"
edb_513636000223,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. St. Thomas' Primary School"
edb_115274000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Yuen Long Long Ping Estate Wai Chow School"
edb_513962000223,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"St. Antonius Primary School"
edb_543241000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Po Leung Kuk Grandmont Primary School"
edb_513431000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Chi Fu Chi Nam Primary School"
edb_543284000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Po Leung Kuk Tin Ka Ping Millennium Primary School"
edb_550370000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"元朗公立中學校友會鄧英業小學"
edb_535702000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"保良局雨川小學"
edb_519596000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"St. Edward's Catholic Primary School"
edb_115592000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Fung Kai Liu Yun Sum Memorial School"
edb_114995000123,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Yuen Chen Maun Chen Primary School"
edb_535605000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ma On Shan Methodist Primary School"
edb_513598000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. St. John's Tsang Shiu Tim Primary School"
edb_510564000123,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Our Lady of China Catholic Primary School"
edb_136204000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"North Point Methodist Primary School"
edb_114090000323,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"保良局何壽南小學"
edb_115410000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kowloon City Baptist Church Hay Nien Primary School"
edb_112836000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Fuk Tak Education Society Primary School"
edb_518441000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"香港道教聯合會圓玄學院陳呂重德紀念學校"
edb_522066000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"寶安商會温浩根小學"
edb_518492000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ho Lap Primary School (Sponsored by Sik Sik Yuen)"
edb_115150000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tsuen Wan Trade Association Primary School"
edb_543187000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Bishop Paschang Catholic School"
edb_530000000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Tin Wan Chi Nam Primary School"
edb_530026000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ling Liang Church Sau Tak Primary School"
edb_540196000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Holy Family Canossian School (Kowloon Tong)"
edb_535672000223,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"香港教育工作者聯會黃楚標學校"
edb_540226000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"基督教宣道會徐澤林紀念小學"
edb_513822000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Shanghai Alumni Primary School"
edb_513857000123,小學,PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Shaukiwan Tsung Tsin School"
edb_514497000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"香港中國婦女會丘佐榮學校"
edb_514004000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"St. Bonaventure Catholic Primary School"
edb_514233000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"St. Peter's Catholic Primary School"
edb_513750000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"San Wui Commercial Society School"
edb_515051000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Yuen Long Merchants Association Primary School"
edb_514683000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Tun Yu School"
edb_513059000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ng Wah Catholic Primary School"
edb_515086000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Yuk Yin School"
edb_512559000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kwok Man School"
edb_512729000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"樂善堂楊仲明學校"
edb_513105000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Northern Lamma School"
edb_512257000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Kam Tsin Village Ho Tung School"
edb_511293000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Buddhist Wong Cheuk Um Primary School"
edb_513334000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Price Memorial Catholic Primary School"
edb_513512000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Kei Tak Primary School"
edb_513601000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. St. Matthew's Primary School"
edb_511250000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Buddhist Chung Wah Kornhill Primary School"
edb_511323000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華基督教會拔臣小學"
edb_115584000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Stewards Pooi Kei Primary School"
edb_170062000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"St. Francis' Canossian School"
edb_170151000123,小學,ENGLISH,HIGH,"CHSC primary EN",exact_en,1.000,"St. Joseph's Primary School"
edb_115789000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Salesian Yip Hon Primary School"
edb_510149000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Mui Wo School"
edb_511730000223,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"基督教香港信義會深信學校"
edb_115517000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"僑港伍氏宗親會伍時暢紀念學校"
edb_114596000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"基督教香港信義會禾輋信義學校"
edb_511862000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Good Shepherd Primary School"
edb_516864000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Sai Kung Central Lee Siu Yam Memorial School"
edb_511340000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Canossa Primary School"
edb_511730000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"基督教香港信義會深信學校"
edb_522163000123,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Assembly of God Leung Sing Tak Primary School"
edb_115258000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Yan Chai Hospital Law Chan Chor Si Primary School"
edb_535737000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Tsing Yi Estate Ho Chak Wan Primary School"
edb_115371000123,小學,CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"世界龍岡學校黃耀南小學"
edb_522015000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Hong Kong Baptist Convention Primary School"
edb_114170000123,小學,ENGLISH|CANTONESE,HIGH,"CHSC primary TC",exact_zh,1.000,"中華傳道會許大同學校"
edb_114642000123,小學,ENGLISH,HIGH,"CHSC primary EN",exact_en,1.000,"Islamic Primary School"
edb_513580000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. St. James' Primary School"
edb_114006000223,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Shek Lei Catholic Primary School"
edb_512214000223,小學,ENGLISH|PUTONGHUA|CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Ka Ling School of The Precious Blood"
edb_115614000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"Leung Kui Kau Lutheran Primary School"
edb_550400000123,小學,CANTONESE,HIGH,"CHSC primary EN",exact_en,1.000,"S.K.H. Tak Tin Lee Shiu Keung Primary School"
