schoolId,field,status,currentValue,proposedValue,sourceUrl,notes
sch_00005,website,FAIL,https://www.school5.edu.hk,,,Placeholder URL
sch_00005,applicationMaterials,UNKNOWN,MISSING,,,
sch_00005,applicationLink,FAIL,https://www.school5.edu.hk/admission,,,Placeholder URL
sch_00005,latitude,NEED_REVIEW,22.271887,,,
sch_00005,longitude,NEED_REVIEW,114.209018,,,
sch_00005,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00006,id,PASS,sch_00006,,,
sch_00006,name,NEED_REVIEW,香港國際幼稚園,,,
sch_00006,nameEn,NEED_REVIEW,Hong Kong International Kindergarten,,,
sch_00006,searchKeywords,PASS,"[""HKIK"",""觀塘區"",""九龍"",""international""]",,,
sch_00006,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00006,district,FAIL,district:觀塘區|region:九龍,九龍,,Use region value for district field
sch_00006,level,PASS,幼稚園,,,
sch_00006,tuitionMin,FAIL,tuition:181503,,,Schema: split tuition into tuitionMin/Max
sch_00006,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00006,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00006,language,PASS,全英文,,,
sch_00006,highlights,FAIL,"features:[""小班教學"",""環保教育"",""全人發展""]","[""小班教學"",""環保教育"",""全人發展""]",,Rename features to highlights
sch_00006,address,FAIL,香港九龍觀塘區某街道39號,,,Placeholder address
sch_00006,phone,NEED_REVIEW,37501465,,,
sch_00006,website,FAIL,https://www.school6.edu.hk,,,Placeholder URL
sch_00006,applicationMaterials,UNKNOWN,MISSING,,,
sch_00006,applicationLink,FAIL,https://www.school6.edu.hk/admission,,,Placeholder URL
sch_00006,latitude,NEED_REVIEW,22.35144,,,
sch_00006,longitude,NEED_REVIEW,114.182779,,,
sch_00006,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00007,id,PASS,sch_00007,,,
sch_00007,name,NEED_REVIEW,美國國際幼稚園,,,
sch_00007,nameEn,NEED_REVIEW,American International Kindergarten,,,
sch_00007,searchKeywords,PASS,"[""AISL"",""灣仔區"",""港島"",""international""]",,,
sch_00007,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00007,district,FAIL,district:灣仔區|region:港島,港島,,Use region value for district field
sch_00007,level,PASS,幼稚園,,,
sch_00007,tuitionMin,FAIL,tuition:171339,,,Schema: split tuition into tuitionMin/Max
sch_00007,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00007,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00007,language,FAIL,雙語,,,
sch_00007,highlights,FAIL,"features:[""體育特色"",""藝術特色"",""雙語教學""]","[""體育特色"",""藝術特色"",""雙語教學""]",,Rename features to highlights
sch_00007,address,FAIL,香港港島灣仔區某街道22號,,,Placeholder address
sch_00007,phone,NEED_REVIEW,35478345,,,
sch_00007,website,FAIL,https://www.school7.edu.hk,,,Placeholder URL
sch_00007,applicationMaterials,UNKNOWN,MISSING,,,
sch_00007,applicationLink,FAIL,https://www.school7.edu.hk/admission,,,Placeholder URL
sch_00007,latitude,NEED_REVIEW,22.270501,,,
sch_00007,longitude,NEED_REVIEW,114.228966,,,
sch_00007,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00008,id,PASS,sch_00008,,,
sch_00008,name,NEED_REVIEW,法國國際幼稚園,,,
sch_00008,nameEn,NEED_REVIEW,French International Kindergarten,,,
sch_00008,searchKeywords,PASS,"[""FIS"",""中西區"",""港島"",""international""]",,,
sch_00008,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00008,district,FAIL,district:中西區|region:港島,港島,,Use region value for district field
sch_00008,level,PASS,幼稚園,,,
sch_00008,tuitionMin,FAIL,tuition:174139,,,Schema: split tuition into tuitionMin/Max
sch_00008,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00008,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00008,language,PASS,全英文,,,
sch_00008,highlights,FAIL,"features:[""音樂特色"",""國際交流"",""小班教學""]","[""音樂特色"",""國際交流"",""小班教學""]",,Rename features to highlights
sch_00008,address,FAIL,香港港島中西區某街道164號,,,Placeholder address
sch_00008,phone,NEED_REVIEW,28332485,,,
sch_00008,website,FAIL,https://www.school8.edu.hk,,,Placeholder URL
sch_00008,applicationMaterials,UNKNOWN,MISSING,,,
sch_00008,applicationLink,FAIL,https://www.school8.edu.hk/admission,,,Placeholder URL
sch_00008,latitude,NEED_REVIEW,22.279535,,,
sch_00008,longitude,NEED_REVIEW,114.183787,,,
sch_00008,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00009,id,PASS,sch_00009,,,
sch_00009,name,NEED_REVIEW,德瑞國際幼稚園,,,
sch_00009,nameEn,NEED_REVIEW,German Swiss International Kindergarten,,,
sch_00009,searchKeywords,PASS,"[""GSIS"",""觀塘區"",""九龍"",""international""]",,,
sch_00009,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00009,district,FAIL,district:觀塘區|region:九龍,九龍,,Use region value for district field
sch_00009,level,PASS,幼稚園,,,
sch_00009,tuitionMin,FAIL,tuition:109796,,,Schema: split tuition into tuitionMin/Max
sch_00009,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00009,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00009,language,PASS,全英文,,,
sch_00009,highlights,FAIL,"features:[""STEM教育"",""品德教育"",""體育特色"",""音樂特色""]","[""STEM教育"",""品德教育"",""體育特色"",""音樂特色""]",,Rename features to highlights
sch_00009,address,FAIL,香港九龍觀塘區某街道84號,,,Placeholder address
sch_00009,phone,NEED_REVIEW,34412519,,,
sch_00009,website,FAIL,https://www.school9.edu.hk,,,Placeholder URL
sch_00009,applicationMaterials,UNKNOWN,MISSING,,,
sch_00009,applicationLink,FAIL,https://www.school9.edu.hk/admission,,,Placeholder URL
sch_00009,latitude,NEED_REVIEW,22.308132,,,
sch_00009,longitude,NEED_REVIEW,114.216119,,,
sch_00009,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00010,id,PASS,sch_00010,,,
sch_00010,name,NEED_REVIEW,耀中國際深水埗區幼稚園,,,
sch_00010,nameEn,NEED_REVIEW,Yew Chung International Kindergarten,,,
sch_00010,searchKeywords,PASS,"[""YCIS"",""Yew Chung"",""深水埗區"",""九龍"",""international""]",,,
sch_00010,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00010,district,FAIL,district:深水埗區|region:九龍,九龍,,Use region value for district field
sch_00010,level,PASS,幼稚園,,,
sch_00010,tuitionMin,FAIL,tuition:193313,,,Schema: split tuition into tuitionMin/Max
sch_00010,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00010,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00010,language,PASS,全英文,,,
sch_00010,highlights,FAIL,"features:[""音樂特色"",""環保教育""]","[""音樂特色"",""環保教育""]",,Rename features to highlights
sch_00010,address,FAIL,香港九龍深水埗區某街道131號,,,Placeholder address
sch_00010,phone,NEED_REVIEW,38985621,,,
sch_00010,website,FAIL,https://www.school10.edu.hk,,,Placeholder URL
sch_00010,applicationMaterials,UNKNOWN,MISSING,,,
sch_00010,applicationLink,FAIL,https://www.school10.edu.hk/admission,,,Placeholder URL
sch_00010,latitude,NEED_REVIEW,22.344265,,,
sch_00010,longitude,NEED_REVIEW,114.22258,,,
sch_00010,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00011,id,PASS,sch_00011,,,
sch_00011,name,NEED_REVIEW,澳洲國際大埔區幼稚園,,,
sch_00011,nameEn,NEED_REVIEW,Australian International Kindergarten,,,
sch_00011,searchKeywords,PASS,"[""AIS"",""大埔區"",""新界"",""international""]",,,
sch_00011,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00011,district,FAIL,district:大埔區|region:新界,新界,,Use region value for district field
sch_00011,level,PASS,幼稚園,,,
sch_00011,tuitionMin,FAIL,tuition:173623,,,Schema: split tuition into tuitionMin/Max
sch_00011,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00011,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00011,language,PASS,全英文,,,
sch_00011,highlights,FAIL,"features:[""環保教育"",""國際交流"",""STEM教育""]","[""環保教育"",""國際交流"",""STEM教育""]",,Rename features to highlights
sch_00011,address,FAIL,香港新界大埔區某街道184號,,,Placeholder address
sch_00011,phone,NEED_REVIEW,35799168,,,
sch_00011,website,FAIL,https://www.school11.edu.hk,,,Placeholder URL
sch_00011,applicationMaterials,UNKNOWN,MISSING,,,
sch_00011,applicationLink,FAIL,https://www.school11.edu.hk/admission,,,Placeholder URL
sch_00011,latitude,NEED_REVIEW,22.527392,,,
sch_00011,longitude,NEED_REVIEW,113.918771,,,
sch_00011,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00012,id,PASS,sch_00012,,,
sch_00012,name,NEED_REVIEW,漢基國際幼稚園（第2校）,,,Synthetic name pattern
sch_00012,nameEn,NEED_REVIEW,Chinese International Kindergarten (屯門區),,,
sch_00012,searchKeywords,PASS,"[""CIS"",""屯門區"",""新界"",""international""]",,,
sch_00012,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00012,district,FAIL,district:屯門區|region:新界,新界,,Use region value for district field
sch_00012,level,PASS,幼稚園,,,
sch_00012,tuitionMin,FAIL,tuition:171525,,,Schema: split tuition into tuitionMin/Max
sch_00012,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00012,curriculum,FAIL,加拿大課程,"[""加拿大課程""]",,Should be array not string
sch_00012,language,FAIL,雙語,,,
sch_00012,highlights,FAIL,"features:[""國際交流"",""全人發展"",""音樂特色"",""體育特色""]","[""國際交流"",""全人發展"",""音樂特色"",""體育特色""]",,Rename features to highlights
sch_00012,address,FAIL,香港新界屯門區某街道66號,,,Placeholder address
sch_00012,phone,NEED_REVIEW,36248372,,,
sch_00012,website,FAIL,https://www.school12.edu.hk,,,Placeholder URL
sch_00012,applicationMaterials,UNKNOWN,MISSING,,,
sch_00012,applicationLink,FAIL,https://www.school12.edu.hk/admission,,,Placeholder URL
sch_00012,latitude,NEED_REVIEW,22.413276,,,
sch_00012,longitude,NEED_REVIEW,113.985953,,,
sch_00012,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00013,id,PASS,sch_00013,,,
sch_00013,name,NEED_REVIEW,加拿大國際元朗區幼稚園（第3校）,,,Synthetic name pattern
sch_00013,nameEn,NEED_REVIEW,Canadian International Kindergarten (元朗區),,,
sch_00013,searchKeywords,PASS,"[""CDNIS"",""元朗區"",""新界"",""international""]",,,
sch_00013,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00013,district,FAIL,district:元朗區|region:新界,新界,,Use region value for district field
sch_00013,level,PASS,幼稚園,,,
sch_00013,tuitionMin,FAIL,tuition:134101,,,Schema: split tuition into tuitionMin/Max
sch_00013,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00013,curriculum,FAIL,IB 課程,"[""IB 課程""]",,Should be array not string
sch_00013,language,FAIL,雙語,,,
sch_00013,highlights,FAIL,"features:[""品德教育"",""全人發展"",""科技教育"",""國際交流"",""藝術特色""]","[""品德教育"",""全人發展"",""科技教育"",""國際交流"",""藝術特色""]",,Rename features to highlights
sch_00013,address,FAIL,香港新界元朗區某街道109號,,,Placeholder address
sch_00013,phone,NEED_REVIEW,25905025,,,
sch_00013,website,FAIL,https://www.school13.edu.hk,,,Placeholder URL
sch_00013,applicationMaterials,UNKNOWN,MISSING,,,
sch_00013,applicationLink,FAIL,https://www.school13.edu.hk/admission,,,Placeholder URL
sch_00013,latitude,NEED_REVIEW,22.543225,,,
sch_00013,longitude,NEED_REVIEW,114.175261,,,
sch_00013,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00014,id,PASS,sch_00014,,,
sch_00014,name,NEED_REVIEW,法國國際沙田區幼稚園（沙田區分校）,,,Synthetic name pattern
sch_00014,nameEn,NEED_REVIEW,French International Kindergarten (沙田區),,,
sch_00014,searchKeywords,PASS,"[""FIS"",""沙田區"",""新界"",""international""]",,,
sch_00014,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00014,district,FAIL,district:沙田區|region:新界,新界,,Use region value for district field
sch_00014,level,PASS,幼稚園,,,
sch_00014,tuitionMin,FAIL,tuition:145068,,,Schema: split tuition into tuitionMin/Max
sch_00014,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00014,curriculum,FAIL,美國課程,"[""美國課程""]",,Should be array not string
sch_00014,language,FAIL,雙語,,,
sch_00014,highlights,FAIL,"features:[""品德教育"",""全人發展"",""藝術特色""]","[""品德教育"",""全人發展"",""藝術特色""]",,Rename features to highlights
sch_00014,address,FAIL,香港新界沙田區某街道4號,,,Placeholder address
sch_00014,phone,NEED_REVIEW,32085993,,,
sch_00014,website,FAIL,https://www.school14.edu.hk,,,Placeholder URL
sch_00014,applicationMaterials,UNKNOWN,MISSING,,,
sch_00014,applicationLink,FAIL,https://www.school14.edu.hk/admission,,,Placeholder URL
sch_00014,latitude,NEED_REVIEW,22.479899,,,
sch_00014,longitude,NEED_REVIEW,114.214667,,,
sch_00014,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00015,id,PASS,sch_00015,,,
sch_00015,name,NEED_REVIEW,美國國際幼稚園（南區）,,,
sch_00015,nameEn,NEED_REVIEW,American International Kindergarten (九龍城區),,,
sch_00015,searchKeywords,PASS,"[""AISL"",""九龍城區"",""九龍"",""international""]",,,
sch_00015,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00015,district,FAIL,district:九龍城區|region:九龍,九龍,,Use region value for district field
sch_00015,level,PASS,幼稚園,,,
sch_00015,tuitionMin,FAIL,tuition:175221,,,Schema: split tuition into tuitionMin/Max
sch_00015,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00015,curriculum,FAIL,加拿大課程,"[""加拿大課程""]",,Should be array not string
sch_00015,language,PASS,全英文,,,
sch_00015,highlights,FAIL,"features:[""STEM教育"",""雙語教學"",""國際交流"",""體育特色""]","[""STEM教育"",""雙語教學"",""國際交流"",""體育特色""]",,Rename features to highlights
sch_00015,address,FAIL,香港九龍九龍城區某街道124號,,,Placeholder address
sch_00015,phone,NEED_REVIEW,38892612,,,
sch_00015,website,FAIL,https://www.school15.edu.hk,,,Placeholder URL
sch_00015,applicationMaterials,UNKNOWN,MISSING,,,
sch_00015,applicationLink,FAIL,https://www.school15.edu.hk/admission,,,Placeholder URL
sch_00015,latitude,NEED_REVIEW,22.326527,,,
sch_00015,longitude,NEED_REVIEW,114.235035,,,
sch_00015,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00016,id,PASS,sch_00016,,,
sch_00016,name,NEED_REVIEW,維多利亞國際幼稚園（第1校）,,,Synthetic name pattern
sch_00016,nameEn,NEED_REVIEW,Victoria International Kindergarten (北區),,,
sch_00016,searchKeywords,PASS,"[""VIK"",""Victoria"",""北區"",""新界"",""international""]",,,
sch_00016,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00016,district,FAIL,district:北區|region:新界,新界,,Use region value for district field
sch_00016,level,PASS,幼稚園,,,
sch_00016,tuitionMin,FAIL,tuition:165130,,,Schema: split tuition into tuitionMin/Max
sch_00016,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00016,curriculum,FAIL,澳洲課程,"[""澳洲課程""]",,Should be array not string
sch_00016,language,FAIL,雙語,,,
sch_00016,highlights,FAIL,"features:[""環保教育"",""音樂特色"",""國際交流"",""閱讀計劃"",""小班教學""]","[""環保教育"",""音樂特色"",""國際交流"",""閱讀計劃"",""小班教學""]",,Rename features to highlights
sch_00016,address,FAIL,香港新界北區某街道97號,,,Placeholder address
sch_00016,phone,NEED_REVIEW,34852082,,,
sch_00016,website,FAIL,https://www.school16.edu.hk,,,Placeholder URL
sch_00016,applicationMaterials,UNKNOWN,MISSING,,,
sch_00016,applicationLink,FAIL,https://www.school16.edu.hk/admission,,,Placeholder URL
sch_00016,latitude,NEED_REVIEW,22.385922,,,
sch_00016,longitude,NEED_REVIEW,114.151274,,,
sch_00016,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00017,id,PASS,sch_00017,,,
sch_00017,name,NEED_REVIEW,香港國際沙田區幼稚園（第2校）,,,Synthetic name pattern
sch_00017,nameEn,NEED_REVIEW,Hong Kong International Kindergarten (沙田區),,,
sch_00017,searchKeywords,PASS,"[""HKIK"",""沙田區"",""新界"",""international""]",,,
sch_00017,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00017,district,FAIL,district:沙田區|region:新界,新界,,Use region value for district field
sch_00017,level,PASS,幼稚園,,,
sch_00017,tuitionMin,FAIL,tuition:135810,,,Schema: split tuition into tuitionMin/Max
sch_00017,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00017,curriculum,FAIL,美國課程,"[""美國課程""]",,Should be array not string
sch_00017,language,FAIL,雙語,,,
sch_00017,highlights,FAIL,"features:[""藝術特色"",""體育特色""]","[""藝術特色"",""體育特色""]",,Rename features to highlights
sch_00017,address,FAIL,香港新界沙田區某街道114號,,,Placeholder address
sch_00017,phone,NEED_REVIEW,31313352,,,
sch_00017,website,FAIL,https://www.school17.edu.hk,,,Placeholder URL
sch_00017,applicationMaterials,UNKNOWN,MISSING,,,
sch_00017,applicationLink,FAIL,https://www.school17.edu.hk/admission,,,Placeholder URL
sch_00017,latitude,NEED_REVIEW,22.394912,,,
sch_00017,longitude,NEED_REVIEW,114.15172,,,
sch_00017,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00018,id,PASS,sch_00018,,,
sch_00018,name,NEED_REVIEW,耀中國際幼稚園（觀塘區分校）,,,Synthetic name pattern
sch_00018,nameEn,NEED_REVIEW,Yew Chung International Kindergarten (觀塘區),,,
sch_00018,searchKeywords,PASS,"[""YCIS"",""Yew Chung"",""觀塘區"",""九龍"",""international""]",,,
sch_00018,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00018,district,FAIL,district:觀塘區|region:九龍,九龍,,Use region value for district field
sch_00018,level,PASS,幼稚園,,,
sch_00018,tuitionMin,FAIL,tuition:117467,,,Schema: split tuition into tuitionMin/Max
sch_00018,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00018,curriculum,FAIL,澳洲課程,"[""澳洲課程""]",,Should be array not string
sch_00018,language,FAIL,雙語,,,
sch_00018,highlights,FAIL,"features:[""體育特色"",""小班教學"",""國際交流""]","[""體育特色"",""小班教學"",""國際交流""]",,Rename features to highlights
sch_00018,address,FAIL,香港九龍觀塘區某街道162號,,,Placeholder address
sch_00018,phone,NEED_REVIEW,25798920,,,
sch_00018,website,FAIL,https://www.school18.edu.hk,,,Placeholder URL
sch_00018,applicationMaterials,UNKNOWN,MISSING,,,
sch_00018,applicationLink,FAIL,https://www.school18.edu.hk/admission,,,Placeholder URL
sch_00018,latitude,NEED_REVIEW,22.337957,,,
sch_00018,longitude,NEED_REVIEW,114.178486,,,
sch_00018,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00019,id,PASS,sch_00019,,,
sch_00019,name,NEED_REVIEW,德瑞國際幼稚園（南區）,,,
sch_00019,nameEn,NEED_REVIEW,German Swiss International Kindergarten (南區),,,
sch_00019,searchKeywords,PASS,"[""GSIS"",""南區"",""港島"",""international""]",,,
sch_00019,category,FAIL,type:國際學校|funding:私立,,,Schema mismatch: use category not type/fundingType
sch_00019,district,FAIL,district:南區|region:港島,港島,,Use region value for district field
sch_00019,level,PASS,幼稚園,,,
sch_00019,tuitionMin,FAIL,tuition:158356,,,Schema: split tuition into tuitionMin/Max
sch_00019,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00019,curriculum,FAIL,英國課程,"[""英國課程""]",,Should be array not string
sch_00019,language,PASS,全英文,,,
sch_00019,highlights,FAIL,"features:[""小班教學"",""科技教育"",""體育特色""]","[""小班教學"",""科技教育"",""體育特色""]",,Rename features to highlights
sch_00019,address,FAIL,香港港島南區某街道143號,,,Placeholder address
sch_00019,phone,NEED_REVIEW,26131286,,,
sch_00019,website,FAIL,https://www.school19.edu.hk,,,Placeholder URL
sch_00019,applicationMaterials,UNKNOWN,MISSING,,,
sch_00019,applicationLink,FAIL,https://www.school19.edu.hk/admission,,,Placeholder URL
sch_00019,latitude,NEED_REVIEW,22.251515,,,
sch_00019,longitude,NEED_REVIEW,114.204988,,,
sch_00019,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00020,id,PASS,sch_00020,,,
sch_00020,name,NEED_REVIEW,漢基國際幼稚園（東區分校）,,,Synthetic name pattern
