schoolId,schoolName,currentWebsite,proposedWebsite,status,sourceUrl,capturedAt,confidence,noteShort
sch_00064,加拿大國際幼稚園（第4校）,https://www.school64.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00065,美國國際幼稚園（第5校）,https://www.school65.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00066,法國國際觀塘區幼稚園（第1校）,https://www.school66.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00067,新加坡國際深水埗區幼稚園（西區）,https://www.school67.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00068,澳洲國際黃大仙區幼稚園（黃大仙區）,https://www.school68.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00069,香港國際沙田區幼稚園（沙田區分校）,https://www.school69.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00070,德瑞國際幼稚園（九龍城區）,https://www.school70.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00071,維多利亞國際幼稚園（東區）,https://www.school71.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00072,加拿大國際深水埗區幼稚園（第2校）,https://www.school72.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00073,維多利亞國際幼稚園（北區）,https://www.school73.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00074,維多利亞國際深水埗區幼稚園（深水埗區分校）,https://www.school74.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00075,法國國際幼稚園（中西區分校）,https://www.school75.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00076,澳洲國際中西區幼稚園（中西區）,https://www.school76.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00077,澳洲國際屯門區幼稚園（屯門區分校）,https://www.school77.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00078,法國國際深水埗區幼稚園（深水埗區分校）,https://www.school78.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00079,加拿大國際幼稚園（離島區）,https://www.school79.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00080,澳洲國際幼稚園（黃大仙區分校）,https://www.school80.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00081,保良局幼稚園,https://www.school81.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00082,博愛醫院荃灣區幼稚園,https://www.school82.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00083,保良局幼稚園,https://www.school83.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00084,東華三院深水埗區幼稚園,https://www.school84.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00085,仁濟醫院葵青區幼稚園,https://www.school85.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00086,博愛醫院幼稚園（灣仔區分校）,https://www.school86.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00087,東華三院觀塘區幼稚園（觀塘區）,https://www.school87.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00088,東華三院幼稚園（灣仔區分校）,https://www.school88.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00089,保良局油尖旺區幼稚園（油尖旺區）,https://www.school89.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00090,仁濟醫院幼稚園（第5校）,https://www.school90.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00091,保良局幼稚園（西貢區分校）,https://www.school91.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00092,博愛醫院東區幼稚園（南區）,https://www.school92.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00093,博愛醫院幼稚園（中西區分校）,https://www.school93.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00094,保良局葵青區幼稚園（葵青區分校）,https://www.school94.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00095,博愛醫院幼稚園（黃大仙區）,https://www.school95.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00096,東華三院幼稚園（北區）,https://www.school96.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00097,保良局幼稚園（南區）,https://www.school97.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00098,仁濟醫院東區幼稚園（東區分校）,https://www.school98.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00099,博愛醫院深水埗區幼稚園（東區）,https://www.school99.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00100,博愛醫院西貢區幼稚園（西區）,https://www.school100.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00101,學之園九龍城區幼稚園,https://www.school101.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00102,銅鑼灣維多利亞幼稚園,https://www.school102.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00103,聖保羅堂幼稚園,https://www.school103.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00104,寶血東區幼稚園,https://www.school104.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00105,寶血黃大仙區幼稚園,https://www.school105.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00106,學之園幼稚園,https://www.school106.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00107,寶血幼稚園,https://www.school107.edu.hk,,NEED_REVIEW,,,NONE,unrecognized school - needs manual lookup
sch_00108,約克國際中西區幼稚園,https://www.school108.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00109,約克國際黃大仙區幼稚園,https://www.school109.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00110,維多利亞大埔區幼稚園（大埔區）,https://www.school110.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00111,維多利亞九龍城區幼稚園（第1校）,https://www.school111.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00112,聖保羅堂灣仔區幼稚園（灣仔區分校）,https://www.school112.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00113,根德園灣仔區幼稚園（灣仔區分校）,https://www.school113.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00114,學之園幼稚園（北區）,https://www.school114.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00115,國際英文東區幼稚園（東區）,https://www.school115.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00116,寶血九龍城區幼稚園（九龍城區分校）,https://www.school116.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00117,學之園沙田區幼稚園（第2校）,https://www.school117.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00118,國際英文幼稚園（深水埗區分校）,https://www.school118.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00119,學之園幼稚園（西貢區分校）,https://www.school119.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00120,維多利亞南區幼稚園（第5校）,https://www.school120.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00121,學之園幼稚園（九龍城區分校）,https://www.school121.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00122,寶血元朗區幼稚園（南區）,https://www.school122.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00123,銅鑼灣維多利亞幼稚園（中西區）,https://www.school123.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00124,維多利亞黃大仙區幼稚園（西區）,https://www.school124.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00125,銅鑼灣維多利亞北區幼稚園（北區）,https://www.school125.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00126,聖保羅堂幼稚園（第1校）,https://www.school126.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00127,寶血油尖旺區幼稚園（油尖旺區）,https://www.school127.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00128,根德園幼稚園（南區）,https://www.school128.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00129,聖保羅堂幼稚園（沙田區）,https://www.school129.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00130,約克國際西貢區幼稚園（南區）,https://www.school130.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00131,寶血荃灣區幼稚園（北區）,https://www.school131.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00132,聖保羅堂九龍城區幼稚園（九龍城區）,https://www.school132.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00133,銅鑼灣維多利亞黃大仙區幼稚園（東區）,https://www.school133.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00134,維多利亞灣仔區幼稚園（灣仔區）,https://www.school134.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00135,聖保羅堂幼稚園（荃灣區分校）,https://www.school135.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00136,約克國際幼稚園（離島區）,https://www.school136.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00137,約克國際幼稚園（油尖旺區）,https://www.school137.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00138,寶血幼稚園（第3校）,https://www.school138.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00139,聖保羅堂灣仔區幼稚園（灣仔區分校）,https://www.school139.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00140,學之園幼稚園（北區）,https://www.school140.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00141,學之園幼稚園（灣仔區分校）,https://www.school141.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00142,寶血灣仔區幼稚園（東區）,https://www.school142.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00143,根德園幼稚園（葵青區分校）,https://www.school143.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00144,學之園幼稚園（第4校）,https://www.school144.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00145,銅鑼灣維多利亞東區幼稚園（南區）,https://www.school145.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00146,根德園荃灣區幼稚園（荃灣區分校）,https://www.school146.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00147,約克國際荃灣區幼稚園（荃灣區分校）,https://www.school147.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00148,學之園幼稚園（第3校）,https://www.school148.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00149,國際英文幼稚園（第4校）,https://www.school149.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00150,聖保羅堂九龍城區幼稚園（九龍城區）,https://www.school150.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00151,寶血幼稚園（離島區）,https://www.school151.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00152,維多利亞觀塘區幼稚園（東區）,https://www.school152.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00153,國際英文幼稚園（大埔區分校）,https://www.school153.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00154,聖保羅堂幼稚園（大埔區分校）,https://www.school154.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00155,維多利亞幼稚園（第5校）,https://www.school155.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00156,寶血幼稚園（北區）,https://www.school156.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00157,根德園幼稚園（南區）,https://www.school157.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00158,學之園南區幼稚園（西區）,https://www.school158.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00159,學之園深水埗區幼稚園（第4校）,https://www.school159.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00160,維多利亞東區幼稚園（東區分校）,https://www.school160.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00161,國際英文幼稚園（元朗區分校）,https://www.school161.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00162,約克國際灣仔區幼稚園（西區）,https://www.school162.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00163,維多利亞東區幼稚園（東區）,https://www.school163.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00164,銅鑼灣維多利亞幼稚園（北區）,https://www.school164.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00165,維多利亞幼稚園（灣仔區分校）,https://www.school165.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00166,聖保羅堂幼稚園（九龍城區）,https://www.school166.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00167,聖保羅堂中西區幼稚園（中西區分校）,https://www.school167.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00168,根德園東區幼稚園（東區分校）,https://www.school168.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00169,聖保羅堂幼稚園（東區分校）,https://www.school169.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00170,維多利亞幼稚園（北區）,https://www.school170.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00171,銅鑼灣維多利亞幼稚園（荃灣區分校）,https://www.school171.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00172,約克國際北區幼稚園（第2校）,https://www.school172.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00173,寶血黃大仙區幼稚園（黃大仙區分校）,https://www.school173.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00174,聖保羅堂葵青區幼稚園（葵青區）,https://www.school174.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00175,維多利亞離島區幼稚園（西區）,https://www.school175.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00176,學之園幼稚園（大埔區分校）,https://www.school176.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00177,根德園幼稚園（西區）,https://www.school177.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00178,約克國際東區幼稚園（東區）,https://www.school178.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00179,寶血觀塘區幼稚園（東區）,https://www.school179.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00180,學之園幼稚園（灣仔區）,https://www.school180.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00181,學之園東區幼稚園（東區分校）,https://www.school181.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00182,根德園觀塘區幼稚園（西區）,https://www.school182.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00183,聖保羅堂幼稚園（深水埗區）,https://www.school183.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00184,學之園大埔區幼稚園（南區）,https://www.school184.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00185,學之園幼稚園（深水埗區分校）,https://www.school185.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00186,維多利亞幼稚園（東區）,https://www.school186.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00187,學之園南區幼稚園（北區）,https://www.school187.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00188,維多利亞九龍城區幼稚園（九龍城區分校）,https://www.school188.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00189,維多利亞深水埗區幼稚園（深水埗區分校）,https://www.school189.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00190,銅鑼灣維多利亞元朗區幼稚園（西區）,https://www.school190.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00191,聖保羅堂幼稚園（東區）,https://www.school191.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00192,銅鑼灣維多利亞油尖旺區幼稚園（油尖旺區）,https://www.school192.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00193,根德園東區幼稚園（東區）,https://www.school193.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00194,寶血東區幼稚園（第4校）,https://www.school194.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00195,國際英文幼稚園（東區）,https://www.school195.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00196,寶血元朗區幼稚園（元朗區分校）,https://www.school196.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00197,銅鑼灣維多利亞深水埗區幼稚園（第2校）,https://www.school197.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00198,聖保羅堂幼稚園（西貢區分校）,https://www.school198.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00199,根德園油尖旺區幼稚園（油尖旺區分校）,https://www.school199.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00200,根德園深水埗區幼稚園（深水埗區）,https://www.school200.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00201,約克國際葵青區幼稚園（葵青區分校）,https://www.school201.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00202,國際英文沙田區幼稚園（第2校）,https://www.school202.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00203,根德園中西區幼稚園（中西區分校）,https://www.school203.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
sch_00204,約克國際幼稚園（中西區分校）,https://www.school204.edu.hk,,UNKNOWN,,,NONE,synthetic name pattern - school may not exist
