school_id,stage,instruction_languages,confidence,source,match_method,match_score,chsc_name,inference_reason,notes
edb_250384000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Pinehill No.2 School",,
edb_250384000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Pinehill No.2 School",,
edb_250473000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Haven of Hope Sunnyside School",,
edb_250473000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Haven of Hope Sunnyside School",,
edb_260215001123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_250732000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghope School Tuen Mun",,
edb_250449000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Evangelize China Fellowship Holy Word School",,
edb_250449000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Evangelize China Fellowship Holy Word School",,
edb_250546000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tung Wah Group of Hospitals Kwan Fong Kai Chi School",,
edb_250546000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tung Wah Group of Hospitals Kwan Fong Kai Chi School",,
edb_250228000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Centenary School",,
edb_250228000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Centenary School",,
edb_250422000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tseung Kwan O Pui Chi School",,
edb_250422000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tseung Kwan O Pui Chi School",,
edb_250627000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Lok Jun School",,
edb_250627000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Lok Jun School",,
edb_250147000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Saviour Lutheran School",,
edb_250147000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Saviour Lutheran School",,
edb_250589000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghill School Tuen Mun",,
edb_250589000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghill School Tuen Mun",,
edb_260150000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Lions Morninghill School",,
edb_260150000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Lions Morninghill School",,
edb_618276000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"TWGHS Chi-Li Pao School",,
edb_618276000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"TWGHS Chi-Li Pao School",,
edb_250538000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Rhenish Church Grace School",,
edb_250732000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghope School Tuen Mun",,
edb_260266000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"SAHK Ko Fook Iu Memorial School",,
edb_250589000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghill School Tuen Mun",,
edb_250031000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross John F. Kennedy Centre",,
edb_250031000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross John F. Kennedy Centre",,
edb_250325000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Christian Service Pui Oi School",,
edb_250325000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Christian Service Pui Oi School",,
edb_250538000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Rhenish Church Grace School",,
edb_260142000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Princess Alexandra School",,
edb_250333000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"SAHK Jockey Club Elaine Field School",,
edb_250341000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Ebenezer New Hope School",,
edb_250201000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Choi Jun School",,
edb_250619000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Laws Foundation School",,
edb_260142000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Princess Alexandra School",,
edb_250201000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Choi Jun School",,
edb_250333000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"SAHK Jockey Club Elaine Field School",,
edb_250236000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"CCC Kei Shun Special School",,
edb_250236000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"CCC Kei Shun Special School",,
edb_250465000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Jockey Club Lok Yan School",,
edb_250619000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Laws Foundation School",,
edb_250465000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Jockey Club Lok Yan School",,
edb_250651000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninglight School Tuen Mun",,
edb_250082000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Mary Rose School",,
edb_250651000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninglight School Tuen Mun",,
edb_250082000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Mary Rose School",,
edb_250074000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Margaret Trench School",,
edb_250074000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Margaret Trench School",,
edb_250520000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Buddhist To Chi Fat She Yeung Tat Lam Memorial School",,
edb_250503000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tung Wah Group of Hospitals Tsui Tsin Tong School",,
edb_260320000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Marycove School",,
edb_112526000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Shatin Public School",,
edb_250406000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Mr. & Mrs. Chan Pak Keung Tsing Yi School",,
edb_250503000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tung Wah Group of Hospitals Tsui Tsin Tong School",,
edb_250406000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Mr. & Mrs. Chan Pak Keung Tsing Yi School",,
edb_112526000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Shatin Public School",,
edb_250163000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Society of Boys Centres Chak Yan Centre School",,
edb_250341000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Ebenezer New Hope School",,
edb_250350000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Salvation Army Shek Wu School",,
edb_250350000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Salvation Army Shek Wu School",,
edb_250376000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Yu Lee Mo Fan Memorial School",,
edb_250457000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Lok Kan School",,
edb_250376000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Po Leung Kuk Yu Lee Mo Fan Memorial School",,
edb_250457000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Lok Kan School",,
edb_250163000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Society of Boys Centres Chak Yan Centre School",,
edb_250520000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Buddhist To Chi Fat She Yeung Tat Lam Memorial School",,
edb_250112000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghill School Tsui Lam",,
edb_250112000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghill School Tsui Lam",,
edb_260339000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Pelletier School",,
edb_260282000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Juvenile Care Centre Chan Nam Cheong Memorial School",,
edb_260320000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Marycove School",,
edb_260290000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Lutheran School for the Deaf",,
edb_250279000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghope School Tuen Mun",,
edb_250279000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghope School Tuen Mun",,
edb_260290000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Lutheran School for the Deaf",,
edb_260037000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Ebenezer School",,
edb_260037000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Ebenezer School",,
edb_260304000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Society of Boys Centres Shing Tak Centre School",,
edb_260304000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Society of Boys Centres Shing Tak Centre School",,
edb_250600000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"HHCKLA Buddhist Po Kwong School",,
edb_250481000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"The Jockey Club Hong Chi School",,
edb_250392000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"CCC Mongkok Church Kai Oi School",,
edb_250392000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"CCC Mongkok Church Kai Oi School",,
edb_250481000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"The Jockey Club Hong Chi School",,
edb_324574000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Mental Health Association of Hong Kong Cornwall School",,
edb_250635000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Lok Yi School",,
edb_250635000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Caritas Lok Yi School",,
edb_250210000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Society of Boys Centres Hui Chung Sing Memorial School",,
edb_250210000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Society of Boys Centres Hui Chung Sing Memorial School",,
edb_324574000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Mental Health Association of Hong Kong Cornwall School",,
edb_250414000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Pinehill No.3 School",,
edb_250414000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Pinehill No.3 School",,
edb_260266000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"SAHK Ko Fook Iu Memorial School",,
edb_250589000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghill School Tuen Mun",,
edb_250600000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"HHCKLA Buddhist Po Kwong School",,
edb_154105000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tung Wan Mok Law Shui Wah School",,
edb_313343000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Chi Yun School",,
edb_154105000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Tung Wan Mok Law Shui Wah School",,
edb_615471000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghope School Tuen Mun",,
edb_313343000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Chi Yun School",,
edb_615471000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Chi Morninghope School Tuen Mun",,
edb_260215002033,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001923,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001933,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001733,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001723,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000133,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000123,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001433,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001033,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000633,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000623,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000533,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000833,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000823,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001023,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000523,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000923,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000933,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001233,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001333,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001623,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001523,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001633,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001533,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215001423,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000433,中學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000223,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000323,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
edb_260215000423,小學,CANTONESE,LOW,"Special Education MOI List",special_ed_match,1.000,"Hong Kong Red Cross Hospital Schools",,
